DispositionScore,PlanetaryRadius[Earthradii,TCEPlanetNumbe,StellarEffectiveTemperatureUpperUnc.[K,TransitSignal-to-Nois,ExoplanetCandidate
1.0,1.59,2.0,101.0,25.8,1.0
0.921,16.0,1.0,167.0,153.0,0.0
0.0,100.2,1.0,181.0,1207.6,0.0
1.0,2.5,1.0,155.0,70.6,1.0
0.978,1.19,2.0,189.0,7.3,1.0
0.998,2.03,1.0,79.0,15.4,1.0
0.0,37.88,1.0,74.0,30.5,0.0
0.0,3.16,1.0,147.0,38.7,0.0
1.0,0.97,1.0,75.0,14.5,1.0
0.82,1.63,1.0,157.0,22.9,1.0
1.0,1.39,2.0,157.0,25.6,1.0
1.0,3.33,1.0,78.0,144.2,1.0
1.0,1.68,2.0,62.0,32.3,1.0
0.0,72.76,1.0,175.0,3062.6,0.0
1.0,1.48,1.0,151.0,23.0,1.0
0.971,1.93,2.0,107.0,43.4,1.0
1.0,1.77,1.0,158.0,56.7,1.0
0.999,1.71,2.0,159.0,21.5,1.0
0.972,1.08,1.0,190.0,15.0,1.0
1.0,4.62,1.0,189.0,111.1,1.0
0.958,1.42,1.0,100.0,13.9,1.0
0.976,2.31,2.0,97.0,67.5,1.0
1.0,1.25,1.0,97.0,20.6,1.0
0.0,0.85,1.0,164.0,34.0,0.0
0.0,133.79,1.0,198.0,2074.5,0.0
0.0,0.83,1.0,160.0,14.3,0.0
0.0,79.17,1.0,148.0,2164.4,0.0
0.989,3.47,1.0,155.0,16.9,1.0
0.0,0.94,1.0,70.0,16.3,0.0
0.0,128.15,1.0,225.0,861.6,0.0
0.001,1.96,1.0,156.0,17.3,0.0
0.0,33.14,1.0,191.0,254.8,0.0
0.0,1.54,1.0,182.0,14.1,0.0
0.996,1.09,1.0,149.0,16.5,1.0
0.7,2.1,1.0,156.0,22.6,1.0
0.0,0.97,1.0,181.0,18.4,0.0
0.975,1.67,1.0,72.0,13.0,1.0
0.0,72.8,1.0,154.0,1113.2,0.0
1.0,3.2,1.0,76.0,64.5,1.0
0.998,1.38,1.0,69.0,36.8,1.0
0.999,1.62,2.0,173.0,15.8,1.0
0.0,0.62,1.0,148.0,18.2,0.0
1.0,1.69,1.0,77.0,35.4,1.0
0.0,182.09,1.0,129.0,1767.3,0.0
0.0,237.79,1.0,188.0,3076.6,0.0
0.838,23.51,1.0,166.0,23.9,1.0
0.976,0.87,1.0,100.0,10.9,1.0
0.999,2.4,1.0,71.0,110.5,1.0
0.948,1.3,1.0,149.0,8.0,1.0
0.989,2.17,2.0,97.0,32.9,1.0
0.0,1.26,1.0,171.0,7.2,0.0
0.0,1.67,1.0,195.0,15.6,0.0
0.709,2.06,1.0,93.0,9.3,1.0
0.0,1.8,2.0,61.0,68.2,0.0
0.0,45.43,1.0,162.0,2426.9,0.0
0.999,2.69,1.0,143.0,23.8,1.0
0.017,2.77,2.0,184.0,44.4,0.0
0.96,0.64,1.0,58.0,10.1,1.0
0.999,1.68,1.0,178.0,15.8,1.0
0.999,1.45,1.0,163.0,15.9,1.0
1.0,1.75,1.0,72.0,38.3,1.0
1.0,3.26,1.0,136.0,107.1,1.0
0.0,58.77,1.0,193.0,602.3,0.0
0.0,2.96,1.0,181.0,86.3,0.0
0.329,6.81,2.0,72.0,16.8,1.0
0.937,4.07,1.0,181.0,20.6,1.0
0.0,34.03,1.0,186.0,671.3,0.0
0.994,1.29,2.0,111.0,20.6,1.0
0.0,1.01,1.0,124.0,35.9,0.0
1.0,1.24,1.0,79.0,10.4,1.0
0.0,1.28,1.0,152.0,10.5,0.0
0.0,0.54,3.0,72.0,13.9,0.0
0.0,1.82,1.0,183.0,12.3,0.0
0.988,2.9,1.0,153.0,12.3,1.0
1.0,0.53,1.0,101.0,15.9,1.0
0.553,2.27,2.0,178.0,12.2,1.0
1.0,1.68,1.0,69.0,19.2,1.0
0.0,19.91,1.0,185.0,396.8,0.0
1.0,2.41,3.0,162.0,66.1,1.0
0.0,1.03,1.0,166.0,15.4,0.0
0.0,45.18,1.0,162.0,2145.1,0.0
0.0,36.25,1.0,159.0,82.6,0.0
0.0,115.45,1.0,192.0,2309.2,0.0
1.0,1.46,1.0,74.0,47.4,1.0
1.0,4.39,1.0,79.0,50.4,1.0
1.0,2.35,1.0,82.0,60.8,1.0
0.433,1.41,1.0,144.0,9.0,1.0
0.999,1.51,3.0,118.0,20.2,1.0
0.939,1.07,1.0,153.0,12.8,1.0
0.999,1.11,1.0,73.0,30.0,1.0
1.0,2.47,1.0,106.0,58.4,1.0
0.842,20.91,2.0,79.0,9.6,1.0
0.0,70.52,1.0,164.0,1737.7,0.0
0.964,3.36,1.0,73.0,23.3,1.0
0.0,1.46,1.0,164.0,24.9,0.0
0.814,6.71,1.0,79.0,10.6,1.0
0.0,2.72,3.0,156.0,16.1,1.0
0.999,2.35,1.0,74.0,25.7,1.0
0.879,1.13,2.0,170.0,8.3,1.0
1.0,1.3,2.0,78.0,38.2,1.0
0.0,1.18,1.0,181.0,11.6,0.0
0.0,0.93,1.0,78.0,15.5,0.0
0.0,38.29,1.0,169.0,102.8,0.0
0.0,37.88,1.0,155.0,2084.3,0.0
0.992,10.99,1.0,103.0,287.6,1.0
0.0,2.03,1.0,154.0,53.6,0.0
0.0,49.29,1.0,182.0,2317.0,0.0
0.0,32.76,1.0,169.0,67.8,0.0
0.957,27.61,1.0,153.0,34.7,1.0
1.0,5.41,2.0,203.0,16.2,1.0
0.999,0.87,1.0,151.0,16.7,1.0
0.0,88.56,1.0,77.0,893.0,0.0
1.0,7.25,1.0,136.0,102.8,1.0
0.943,1.94,2.0,82.0,15.2,1.0
0.999,10.39,3.0,72.0,11.8,1.0
0.809,1.5,2.0,199.0,8.2,1.0
1.0,1.33,1.0,112.0,22.3,1.0
0.0,22.94,1.0,140.0,307.5,1.0
0.0,56.45,1.0,169.0,2858.1,0.0
0.0,35.8,1.0,186.0,78.7,0.0
0.0,25.41,1.0,118.0,34.5,0.0
0.013,0.94,1.0,67.0,19.7,1.0
0.968,4.27,1.0,171.0,21.9,1.0
1.0,1.16,2.0,84.0,21.0,1.0
0.0,231.93,1.0,199.0,3684.9,0.0
0.0,47.26,1.0,158.0,1537.8,0.0
0.0,0.54,1.0,158.0,12.0,0.0
0.0,20.81,1.0,159.0,27.7,0.0
0.0,1.06,1.0,172.0,14.4,0.0
0.0,2.17,1.0,164.0,72.1,0.0
1.0,5.52,1.0,169.0,113.2,1.0
1.0,1.57,2.0,106.0,25.5,1.0
1.0,2.81,1.0,129.0,36.8,1.0
0.0,44.0,1.0,169.0,3573.1,0.0
0.0,18.7,1.0,139.0,70.9,0.0
0.0,2.06,1.0,200.0,21.4,0.0
0.999,1.21,1.0,86.0,22.4,1.0
1.0,4.14,1.0,103.0,123.8,1.0
0.0,11.61,1.0,130.0,164.4,0.0
0.0,196.78,1.0,112.0,150.5,0.0
0.997,0.86,1.0,76.0,25.2,1.0
0.0,230.33,2.0,80.0,16.4,0.0
0.0,5.65,1.0,189.0,17.8,0.0
0.0,31.18,1.0,193.0,58.5,0.0
0.0,378.61,1.0,102.0,150.9,0.0
0.0,95.83,2.0,175.0,1194.9,0.0
0.74,3.15,1.0,131.0,18.1,1.0
0.0,49.49,1.0,149.0,302.6,0.0
1.0,2.62,1.0,84.0,30.4,1.0
0.999,1.35,1.0,81.0,23.6,1.0
0.0,39.98,1.0,141.0,1509.3,0.0
0.301,2.96,1.0,176.0,9.4,1.0
0.0,50.02,1.0,193.0,5446.9,0.0
0.942,1.27,1.0,168.0,10.3,1.0
0.992,5.8,2.0,194.0,27.0,1.0
0.0,6.54,1.0,182.0,48.3,0.0
1.0,1.96,1.0,107.0,20.8,1.0
0.998,14.59,1.0,112.0,1741.5,1.0
0.0,44.3,1.0,179.0,1033.2,0.0
0.0,59.94,1.0,74.0,814.1,0.0
1.0,2.65,1.0,159.0,53.3,1.0
0.729,2.31,1.0,0.0,2981.3,0.0
0.433,6.12,1.0,77.0,15.4,1.0
0.0,3.23,1.0,155.0,49.5,0.0
1.0,48.93,1.0,98.0,124.6,0.0
0.0,50.33,1.0,162.0,3799.5,0.0
0.0,1.28,1.0,272.0,31.0,0.0
0.809,2.36,1.0,172.0,14.9,1.0
0.0,19.33,1.0,158.0,55.2,0.0
1.0,0.97,1.0,150.0,15.5,1.0
0.0,54.35,1.0,199.0,1305.8,0.0
0.0,89.22,1.0,246.0,133.4,0.0
0.802,25.84,1.0,157.0,570.6,0.0
0.0,16.07,1.0,185.0,12.9,0.0
0.0,23.96,1.0,162.0,297.2,0.0
0.0,144.5,1.0,145.0,620.8,0.0
0.0,1.67,3.0,115.0,18.7,0.0
1.0,1.59,1.0,84.0,20.9,1.0
0.0,19.25,1.0,160.0,54.5,0.0
1.0,3.12,1.0,78.0,46.1,1.0
1.0,27.45,1.0,169.0,22.1,1.0
0.978,1.83,1.0,79.0,15.3,1.0
0.998,1.44,1.0,83.0,23.2,1.0
0.939,9.4,1.0,172.0,185.5,1.0
0.994,1.82,2.0,177.0,12.8,1.0
0.0,41.68,1.0,169.0,3830.9,0.0
0.0,19.07,1.0,152.0,93.3,0.0
1.0,3.85,1.0,74.0,120.0,1.0
0.0,11.52,1.0,171.0,38.7,0.0
0.996,4.17,1.0,157.0,63.1,1.0
0.0,55.04,1.0,179.0,1804.1,0.0
0.831,2.49,1.0,73.0,13.1,1.0
0.0,55.23,1.0,177.0,1363.9,0.0
0.0,31.98,1.0,169.0,79.8,0.0
1.0,1.53,1.0,187.0,38.4,1.0
0.0,24.75,2.0,179.0,78.3,0.0
0.0,2.46,1.0,162.0,11.8,1.0
0.0,278.81,1.0,193.0,445.7,0.0
0.999,2.04,1.0,182.0,25.2,1.0
0.0,23.99,2.0,189.0,23.2,0.0
0.285,1.45,1.0,193.0,11.1,1.0
0.0,1.1,1.0,146.0,22.5,0.0
0.0,44.76,5.0,194.0,39.1,0.0
1.0,0.75,1.0,146.0,10.5,1.0
0.0,0.86,1.0,214.0,15.2,0.0
0.0,0.57,1.0,80.0,13.8,0.0
1.0,2.58,1.0,81.0,70.4,1.0
1.0,5.74,1.0,68.0,25.3,1.0
0.993,1.28,1.0,117.0,12.6,1.0
1.0,2.24,1.0,85.0,36.0,1.0
0.0,68.38,1.0,160.0,1246.3,0.0
0.0,0.91,1.0,168.0,12.7,0.0
0.996,1.94,1.0,71.0,27.4,1.0
1.0,1.44,1.0,172.0,18.0,1.0
0.0,1.76,1.0,302.0,16.0,0.0
0.0,51.9,1.0,206.0,197.6,0.0
0.0,2.51,2.0,86.0,36.0,0.0
1.0,12.94,1.0,126.0,132.7,1.0
0.0,0.56,1.0,77.0,19.1,0.0
0.0,45.2,1.0,157.0,1496.5,0.0
0.965,0.88,1.0,116.0,9.1,1.0
1.0,2.02,1.0,83.0,31.2,1.0
0.997,1.95,2.0,106.0,36.5,1.0
0.415,2.57,1.0,117.0,60.2,1.0
0.0,64.91,1.0,212.0,1419.0,0.0
0.951,1.69,3.0,105.0,15.9,1.0
0.998,24.3,1.0,169.0,42.6,0.0
0.999,1.11,1.0,149.0,17.9,1.0
1.0,0.9,1.0,104.0,38.7,1.0
0.894,5.4,1.0,164.0,61.9,1.0
0.129,1.17,2.0,84.0,9.2,1.0
0.999,0.93,1.0,112.0,11.8,1.0
0.496,1.37,3.0,113.0,11.1,1.0
1.0,1.77,1.0,186.0,9.3,1.0
1.0,19.07,1.0,46.0,9.9,1.0
0.348,25.77,1.0,70.0,11.3,0.0
0.0,14.47,1.0,160.0,12.5,0.0
0.995,1.76,1.0,190.0,25.3,1.0
0.0,27.32,1.0,172.0,585.0,0.0
1.0,1.05,2.0,75.0,14.8,1.0
1.0,10.36,1.0,151.0,212.5,1.0
0.0,28.27,1.0,187.0,25.7,0.0
1.0,2.48,1.0,181.0,45.3,1.0
0.0,0.69,1.0,162.0,13.9,0.0
0.0,2.37,1.0,156.0,12.1,0.0
0.981,0.88,1.0,158.0,9.7,0.0
0.0,92.78,1.0,211.0,419.0,0.0
0.0,403.59,1.0,226.0,62.3,0.0
1.0,16.1,1.0,76.0,5945.9,1.0
0.0,7.94,1.0,168.0,303.4,0.0
0.0,237.84,1.0,156.0,954.2,0.0
0.0,1.24,1.0,168.0,26.7,0.0
0.0,49.08,1.0,79.0,104.1,0.0
0.999,2.46,1.0,104.0,8.9,1.0
0.0,1.38,1.0,164.0,26.7,0.0
1.0,1.34,2.0,113.0,48.7,1.0
0.274,1.97,1.0,191.0,19.0,0.0
0.0,1.78,1.0,169.0,37.8,0.0
0.0,49.36,1.0,151.0,2450.1,0.0
0.0,49.37,1.0,155.0,53.7,0.0
0.0,539.16,1.0,56.0,76.3,0.0
0.0,10.05,1.0,65.0,18.3,0.0
1.0,2.85,1.0,123.0,65.4,1.0
1.0,2.24,1.0,98.0,45.5,1.0
0.0,72.01,1.0,172.0,1571.8,0.0
0.0,92.08,1.0,200.0,1753.5,0.0
1.0,2.56,4.0,101.0,20.4,1.0
0.0,0.84,1.0,215.0,19.9,0.0
0.0,19.78,1.0,139.0,43.0,0.0
1.0,2.54,1.0,140.0,69.8,1.0
1.0,1.73,1.0,169.0,20.6,1.0
0.0,0.58,1.0,56.0,33.3,0.0
0.0,25.98,1.0,172.0,669.1,0.0
0.0,0.86,1.0,78.0,29.8,0.0
1.0,2.9,1.0,155.0,53.2,1.0
0.133,29.26,1.0,98.0,8.8,0.0
0.0,15.29,1.0,189.0,1357.5,0.0
0.0,0.81,1.0,120.0,49.6,0.0
0.0,294.02,1.0,159.0,26.4,0.0
0.521,72.16,1.0,200.0,56.8,0.0
0.989,1.21,2.0,82.0,16.0,1.0
0.0,14.78,1.0,179.0,145.9,1.0
0.737,1.26,2.0,169.0,8.0,1.0
0.0,42.33,1.0,186.0,545.0,0.0
0.963,1.89,1.0,163.0,12.6,1.0
0.0,44.96,1.0,170.0,2506.6,0.0
1.0,3.95,1.0,84.0,117.7,1.0
0.001,0.65,1.0,162.0,23.8,0.0
0.981,1.08,1.0,158.0,16.7,1.0
1.0,1.48,1.0,134.0,79.7,1.0
0.994,1.2,4.0,70.0,15.9,1.0
0.0,14.39,1.0,184.0,929.0,0.0
1.0,2.19,1.0,86.0,31.9,1.0
0.944,2.28,1.0,121.0,21.1,1.0
0.0,1.84,3.0,159.0,15.5,0.0
0.0,1.57,1.0,155.0,25.3,0.0
0.0,1.23,1.0,168.0,25.5,0.0
0.0,1.25,1.0,182.0,19.3,0.0
0.0,2.04,1.0,146.0,11.2,0.0
0.0,0.64,1.0,175.0,18.8,0.0
0.947,2.11,1.0,119.0,28.4,1.0
0.729,0.9,1.0,141.0,11.2,1.0
0.0,116.84,1.0,154.0,658.2,0.0
0.646,1.11,1.0,153.0,8.1,1.0
0.99,3.21,1.0,116.0,25.4,1.0
1.0,2.2,1.0,161.0,20.1,1.0
0.0,1.35,1.0,180.0,14.6,0.0
0.0,52.91,1.0,200.0,39.3,0.0
0.0,1.62,1.0,182.0,11.4,0.0
1.0,2.72,1.0,101.0,74.2,1.0
0.999,0.99,1.0,71.0,25.1,1.0
0.0,2.2,1.0,159.0,10.9,0.0
1.0,6.78,1.0,164.0,119.6,1.0
0.0,77.12,1.0,180.0,48.2,0.0
0.829,0.65,2.0,160.0,13.9,1.0
0.995,2.85,1.0,76.0,32.6,1.0
0.0,33.46,1.0,157.0,505.6,0.0
0.303,78.0,1.0,166.0,642.2,0.0
0.0,17.36,1.0,171.0,263.5,1.0
0.999,2.56,1.0,82.0,37.4,1.0
1.0,1.63,2.0,105.0,35.9,1.0
0.998,1.88,1.0,166.0,23.7,1.0
0.0,1.52,1.0,156.0,28.9,0.0
0.0,28.06,1.0,179.0,244.1,0.0
0.0,3.05,1.0,148.0,77.1,0.0
1.0,1.46,1.0,100.0,15.8,1.0
0.0,49.34,1.0,209.0,91.2,0.0
0.0,0.95,1.0,178.0,27.9,0.0
0.0,1.28,1.0,163.0,10.9,0.0
0.691,0.44,2.0,100.0,11.1,1.0
1.0,2.42,1.0,189.0,13.9,1.0
0.0,1.27,1.0,156.0,17.2,0.0
0.0,0.73,1.0,233.0,7.3,0.0
0.545,2.09,2.0,76.0,29.2,1.0
0.948,1.46,2.0,110.0,31.6,1.0
1.0,1.52,2.0,71.0,34.4,1.0
0.996,1.81,3.0,124.0,19.9,1.0
0.0,1.09,1.0,160.0,17.9,0.0
0.985,2.78,1.0,78.0,17.3,1.0
0.0,33.27,1.0,162.0,1701.1,0.0
0.0,32.5,1.0,204.0,86.8,0.0
0.991,1.07,1.0,170.0,11.4,1.0
0.902,5.94,2.0,171.0,121.2,1.0
1.0,1.9,1.0,184.0,36.9,1.0
0.002,1.53,1.0,174.0,7.1,0.0
1.0,3.36,2.0,164.0,59.3,1.0
0.0,35.03,1.0,158.0,1620.8,0.0
1.0,1.68,1.0,78.0,40.3,1.0
0.999,1.23,2.0,87.0,14.9,1.0
0.998,1.55,1.0,115.0,20.9,1.0
0.0,27.22,1.0,164.0,1667.3,0.0
0.0,3.63,1.0,83.0,83.9,0.0
0.0,5.65,1.0,159.0,179.0,0.0
0.0,45.75,1.0,195.0,432.5,0.0
1.0,3.27,1.0,181.0,108.6,1.0
0.0,9.55,1.0,163.0,86.7,0.0
0.0,1.85,1.0,189.0,14.5,0.0
0.0,90.09,1.0,240.0,225.1,0.0
0.0,2.02,1.0,216.0,21.0,0.0
0.384,0.83,1.0,152.0,7.0,0.0
0.0,1.11,1.0,184.0,16.9,0.0
0.733,1.61,2.0,78.0,12.1,1.0
0.0,30.6,1.0,144.0,3641.6,0.0
0.803,3.71,1.0,77.0,12.5,1.0
0.0,38.93,1.0,158.0,220.3,0.0
1.0,68.75,1.0,155.0,58.9,0.0
0.619,1.43,2.0,71.0,8.3,1.0
0.0,0.77,1.0,173.0,10.2,0.0
1.0,4.43,1.0,106.0,195.9,1.0
0.898,2.3,1.0,75.0,7.1,1.0
0.997,2.39,1.0,105.0,24.5,1.0
0.991,2.88,1.0,79.0,39.8,1.0
0.0,3.32,1.0,83.0,13.1,1.0
1.0,2.36,1.0,78.0,39.7,1.0
0.0,110.29,1.0,169.0,65.6,0.0
0.997,1.79,1.0,186.0,14.1,1.0
0.799,1.56,1.0,156.0,9.4,1.0
0.0,1.88,1.0,179.0,32.0,0.0
0.985,1.42,3.0,96.0,39.6,1.0
0.999,3.22,1.0,85.0,13.5,1.0
0.0,12.1,2.0,120.0,60.9,1.0
0.797,1.86,2.0,100.0,61.2,1.0
0.0,0.81,1.0,73.0,14.6,1.0
0.0,43.7,1.0,169.0,607.5,0.0
0.994,0.7,1.0,89.0,11.5,1.0
0.0,0.86,1.0,171.0,11.5,0.0
0.0,2.12,1.0,210.0,13.6,0.0
1.0,2.02,1.0,186.0,51.3,1.0
0.0,1.03,1.0,183.0,17.9,0.0
0.052,1.68,1.0,179.0,21.9,0.0
0.0,0.92,1.0,163.0,13.4,0.0
0.999,1.88,1.0,172.0,25.5,1.0
1.0,1.16,2.0,105.0,50.6,1.0
0.995,2.99,1.0,104.0,73.4,1.0
0.0,274.78,1.0,217.0,637.1,0.0
0.0,0.74,1.0,150.0,13.6,0.0
0.0,23.42,1.0,101.0,17.9,0.0
0.776,2.25,2.0,189.0,13.8,1.0
0.992,2.14,2.0,192.0,12.7,1.0
0.999,7.89,1.0,114.0,266.3,1.0
0.968,1.86,1.0,74.0,21.6,1.0
0.896,1.02,4.0,112.0,13.2,1.0
1.0,2.76,2.0,181.0,41.3,1.0
0.0,369.2,1.0,44.0,1159.9,0.0
0.0,42.74,1.0,160.0,633.1,0.0
0.0,1.71,1.0,168.0,27.4,0.0
0.0,17.09,1.0,77.0,1283.6,0.0
0.0,0.75,1.0,183.0,14.2,0.0
0.0,127.25,1.0,199.0,791.0,0.0
0.0,0.56,1.0,154.0,23.8,0.0
0.0,0.8,1.0,146.0,9.6,0.0
0.0,186.53,1.0,217.0,7232.1,0.0
0.0,32.66,1.0,168.0,149.3,0.0
0.0,41.75,1.0,181.0,970.9,0.0
0.991,1.75,1.0,113.0,24.0,1.0
0.0,1.96,1.0,157.0,104.8,0.0
1.0,6.96,1.0,146.0,431.4,1.0
1.0,4.6,1.0,111.0,72.3,1.0
1.0,1.41,1.0,102.0,97.0,1.0
0.886,1.23,1.0,79.0,14.2,1.0
0.022,2.25,1.0,167.0,53.8,0.0
0.991,1.07,2.0,83.0,10.4,1.0
1.0,2.45,1.0,169.0,54.3,1.0
0.0,62.75,1.0,169.0,2415.6,0.0
0.998,1.68,1.0,158.0,15.1,1.0
0.963,8.73,1.0,73.0,257.2,1.0
0.0,49.6,1.0,168.0,619.8,0.0
1.0,2.33,1.0,82.0,14.4,1.0
0.9,2.03,1.0,86.0,17.1,1.0
1.0,1.47,2.0,71.0,13.7,1.0
0.996,1.6,1.0,84.0,15.7,1.0
0.0,0.67,1.0,162.0,12.3,0.0
0.0,14.35,1.0,215.0,73.9,0.0
0.0,71.39,1.0,129.0,249.3,0.0
0.0,4.69,2.0,165.0,11.6,0.0
1.0,2.17,1.0,105.0,38.2,1.0
1.0,1.16,1.0,119.0,37.6,1.0
0.996,3.56,1.0,144.0,7.9,1.0
0.0,2.11,1.0,175.0,14.3,0.0
0.952,0.79,2.0,163.0,9.6,1.0
0.867,1.23,2.0,82.0,10.7,1.0
0.0,25.77,1.0,159.0,34.8,0.0
0.997,2.24,1.0,157.0,9.6,1.0
0.976,1.13,1.0,80.0,19.4,1.0
0.573,2.41,1.0,280.0,18.5,0.0
0.0,43.73,1.0,184.0,291.1,0.0
0.0,0.85,1.0,164.0,18.0,0.0
1.0,3.53,1.0,70.0,168.3,1.0
0.999,2.44,1.0,171.0,15.8,1.0
0.0,16.79,1.0,153.0,582.0,0.0
0.0,0.69,1.0,129.0,9.0,0.0
0.0,1.46,1.0,162.0,43.4,0.0
0.0,47.68,1.0,192.0,251.4,0.0
0.0,81.1,1.0,158.0,3617.5,0.0
0.616,0.92,2.0,110.0,9.8,1.0
1.0,2.72,1.0,111.0,55.9,1.0
0.851,0.78,1.0,170.0,8.3,1.0
0.0,105.82,1.0,207.0,3152.6,0.0
0.0,33.55,1.0,150.0,733.6,0.0
0.0,31.99,1.0,174.0,19.3,0.0
0.91,1.39,1.0,162.0,10.8,1.0
1.0,1.02,1.0,122.0,19.0,1.0
0.898,1.32,2.0,103.0,24.5,1.0
0.0,0.57,1.0,162.0,11.2,0.0
0.997,3.7,2.0,82.0,15.9,1.0
1.0,2.0,1.0,175.0,28.0,1.0
0.91,1.59,1.0,170.0,13.2,1.0
0.0,56.15,1.0,163.0,502.0,0.0
1.0,1.13,1.0,109.0,75.3,1.0
0.972,2.02,1.0,82.0,12.7,1.0
1.0,1.84,1.0,71.0,28.4,1.0
0.0,9.92,1.0,149.0,26.1,0.0
1.0,4.67,1.0,79.0,48.6,1.0
0.955,0.78,1.0,164.0,8.5,1.0
0.996,1.68,1.0,65.0,17.9,0.0
1.0,3.84,1.0,171.0,68.4,0.0
0.805,231.85,1.0,117.0,8.6,1.0
0.999,3.04,1.0,80.0,21.9,1.0
0.692,1543.74,1.0,200.0,159.3,0.0
0.0,110.85,1.0,145.0,1974.6,0.0
0.0,17.97,1.0,75.0,133.3,0.0
0.984,1.98,1.0,70.0,15.2,1.0
0.0,1.57,1.0,170.0,17.5,0.0
0.0,3.5,1.0,161.0,27.0,0.0
0.0,13.55,1.0,180.0,27.1,0.0
0.632,8.25,1.0,114.0,267.4,1.0
1.0,3.48,2.0,103.0,10.5,1.0
0.0,3.05,1.0,175.0,15.3,0.0
0.997,3.28,1.0,167.0,20.1,1.0
0.0,1.18,1.0,170.0,11.8,0.0
0.992,0.7,1.0,107.0,12.2,1.0
1.0,0.72,1.0,84.0,9.3,1.0
0.999,1.44,1.0,136.0,23.2,1.0
0.0,118.99,1.0,181.0,5915.4,0.0
0.0,21.93,1.0,174.0,1597.3,0.0
0.919,1.4,1.0,107.0,51.1,1.0
1.0,4.44,1.0,173.0,107.9,1.0
0.292,29.95,1.0,163.0,201.6,0.0
0.006,10.02,1.0,69.0,150.4,1.0
0.0,59.61,1.0,180.0,1159.5,0.0
0.0,60.5,1.0,159.0,261.1,0.0
1.0,39.0,1.0,40.0,86.1,0.0
0.0,16.61,1.0,169.0,332.0,1.0
0.94,4.13,3.0,116.0,30.5,1.0
0.0,1.52,1.0,169.0,14.1,0.0
0.0,38.87,1.0,165.0,1986.1,0.0
0.98,2.22,1.0,81.0,12.2,1.0
0.0,1.64,1.0,184.0,17.7,0.0
0.0,101.37,1.0,199.0,2046.8,0.0
0.934,1.84,1.0,76.0,11.9,1.0
0.996,1.29,1.0,184.0,15.2,1.0
0.039,1.04,1.0,182.0,8.1,0.0
0.0,43.06,1.0,204.0,2270.6,0.0
0.994,1.19,1.0,158.0,15.3,1.0
0.995,1.69,1.0,152.0,28.1,1.0
0.0,39.18,1.0,182.0,268.7,0.0
1.0,2.62,1.0,101.0,116.9,1.0
0.0,2.01,1.0,159.0,26.4,0.0
0.0,213.46,1.0,131.0,323.1,0.0
0.999,0.73,2.0,98.0,15.6,1.0
0.0,283.93,1.0,226.0,3867.7,0.0
0.999,2.22,3.0,85.0,17.4,1.0
1.0,1.7,3.0,101.0,20.6,1.0
1.0,1.0,2.0,73.0,12.3,1.0
1.0,3.56,2.0,103.0,62.1,1.0
0.0,158.5,1.0,125.0,457.8,0.0
1.0,2.07,1.0,83.0,31.1,1.0
0.0,0.86,1.0,156.0,22.1,0.0
0.894,0.67,1.0,74.0,12.4,1.0
1.0,1.65,1.0,87.0,36.2,1.0
1.0,3.15,1.0,169.0,38.0,1.0
0.937,3.7,1.0,181.0,44.0,1.0
1.0,1.51,1.0,116.0,23.4,1.0
0.973,2.44,1.0,85.0,23.4,1.0
0.763,1.26,1.0,158.0,8.1,1.0
1.0,7.27,1.0,193.0,10.9,1.0
0.0,52.0,1.0,175.0,368.8,0.0
0.0,5.06,1.0,167.0,91.7,0.0
1.0,2.16,1.0,185.0,11.8,1.0
1.0,2.94,1.0,154.0,59.1,1.0
0.0,46.38,1.0,190.0,293.8,0.0
0.0,0.89,1.0,156.0,18.8,0.0
0.0,25.8,1.0,146.0,397.1,0.0
0.0,68.92,1.0,185.0,1475.4,0.0
0.0,3.22,1.0,171.0,136.3,0.0
1.0,2.14,4.0,100.0,16.1,1.0
1.0,1.65,1.0,84.0,38.2,1.0
0.0,44.48,1.0,175.0,123.1,0.0
0.0,40.62,1.0,173.0,1203.4,0.0
0.46,56.05,1.0,189.0,36.2,0.0
1.0,2.65,3.0,75.0,47.1,1.0
0.0,50.53,1.0,193.0,717.5,0.0
0.997,1.45,1.0,175.0,31.5,1.0
0.0,45.58,1.0,170.0,103.9,0.0
0.0,21.86,1.0,158.0,1018.4,0.0
1.0,3.79,2.0,83.0,13.3,1.0
0.125,95.86,1.0,179.0,102.3,0.0
0.0,1.66,1.0,185.0,35.7,0.0
0.982,1.19,1.0,83.0,15.2,1.0
1.0,2.17,1.0,169.0,35.6,1.0
0.0,9.32,1.0,175.0,12.1,0.0
0.0,1.84,1.0,172.0,27.2,0.0
0.879,3.25,1.0,77.0,37.5,1.0
0.992,1.53,1.0,93.0,68.0,1.0
0.91,1.81,4.0,111.0,14.6,1.0
0.0,3.47,1.0,189.0,16.6,0.0
1.0,3.24,1.0,101.0,51.9,1.0
0.956,3.56,1.0,69.0,36.6,1.0
0.0,193.91,1.0,229.0,5357.7,0.0
0.0,2.11,1.0,192.0,18.1,0.0
1.0,2.47,2.0,136.0,32.0,1.0
1.0,3.16,1.0,158.0,139.8,1.0
1.0,1.57,2.0,77.0,63.6,1.0
0.0,1183.06,1.0,190.0,1268.8,0.0
0.0,1.0,1.0,154.0,18.7,0.0
0.17,0.65,1.0,81.0,13.2,1.0
0.325,0.45,1.0,176.0,7.1,0.0
